Group	Trusted th	Noise th	ROC th	Sensitivity	Specificity	AUC	Average	SD	x0	k
ECF265s31	187.1	213.5	187.1	1.0	0.999854472426163	0.9999719339679028	42.40248814131479	25.046525707121436	6.22761152310249	5.084097499890687
ECF265s30	205.4	213.4	205.4	1.0	0.9999927236213082	0.999997574540436	34.63074236824491	20.839271742098738	8.129827492579649	163.71938071811846
ECF265s29	191.0	234.4	191.0	1.0	0.9998399196687793	0.9999670830487748	39.61514928847889	25.28148951636291	7.311172828439477	2.608802514063768
ECF265s28	223.0	136.4	223.0	1.0	1.0	1.0	33.0240440299159	19.397258089405245	7.580118238727187	10.534864378248505
ECF265s27	200.8	158.6	200.8	1.0	1.0	1.0	47.45254634345079	18.71437606598223	7.05745074226608	21.05120224755615
ECF265s26	196.6	195.9	196.6	1.0	1.0	0.9999999999999999	31.457035910717924	18.950128120199714	8.69614814676291	1415.2671343666927
ECF261s6	194.3	187.9	194.3	1.0	1.0	1.0	37.18145243430433	21.043351572290426	7.316889345394219	182.10067300559973
ECF25s7	223.7	110.8	223.7	1.0	1.0	1.0	27.642568314757156	13.43530430248879	10.411953039559503	5.612485642055279
ECF256s2	194.3	217.3	194.3	1.0	0.9997234976097096	0.9999133764441447	39.547848703547416	22.818115476447645	7.712779094501311	2.6244345139471807
ECF251s6	238.9	197.2	238.9	1.0	1.0	1.0	33.68218796379828	21.884574383282647	8.429433183113835	25.074945839714495
ECF248s5	211.2	230.1	211.2	1.0	0.9990395180126754	0.9997652501636319	44.71681677967582	26.019838497688315	7.2764829910863185	3.8768485156725343
ECF243s133	188.7	162.0	188.7	1.0	1.0	1.0	31.68349241917178	24.74086893350017	5.806855992541438	42.603486164696065
ECF243s132	194.7	210.4	194.7	1.0	0.9995270353850296	0.9999178808690491	41.310188283910016	26.69874574343655	6.021246774411829	26.799589516722314
ECF243s131	224.7	231.4	224.7	1.0	0.9999345125917734	0.9999970547991008	31.920650117859328	24.43549507817032	8.100966626053841	9.676137730658823
ECF243s130	176.3	147.8	176.3	1.0	1.0	1.0	33.345245613014	17.667917994060794	7.288054214379626	29.353839692914242
ECF243s129	177.0	197.9	177.0	1.0	0.9982754982500309	0.9999151089152618	37.52775150598026	19.02438033302418	7.886968199710237	70.41212218504252
ECF243s128	224.3	149.6	224.3	1.0	1.0	1.0	31.40953569245991	15.216468307280461	10.221604933294786	10.042068783695443
ECF243s127	203.1	110.0	203.1	1.0	1.0	0.9999999999999999	30.833024619503533	15.320883215828545	8.218732347245027	7.547680843540636
ECF240s66	209.3	129.9	209.3	1.0	1.0	1.0	24.0256402234962	17.534420953755895	8.30966561924022	10.865873689714947
ECF240s65	193.2	198.9	193.2	1.0	0.9999708944852326	0.999998267528883	36.347070249978174	16.58113685036621	9.832262701953292	3.5955936937361583
ECF240s64	216.3	201.3	216.3	1.0	1.0	1.0	24.013724063673134	17.72430849822609	10.427998376711939	61.598273458093374
ECF240s63	253.4	106.2	253.4	1.0	1.0	1.0	20.965104181823477	15.669698728020618	10.187481845420034	5.032791275370193
ECF240s62	201.3	132.7	201.3	1.0	1.0	1.0	30.26400779908623	17.073603579894453	8.048871521119475	11.771064007809873
ECF237s4	258.4	115.7	258.4	1.0	1.0	1.0	24.508401478334253	13.721449875931627	11.892151314987348	4.474371107769939
ECF237s3	173.7	83.5	173.7	1.0	1.0	1.0	38.34461048220469	12.390209738548709	7.325538912609994	6.562414199602408
ECF235s25	240.4	134.6	240.4	1.0	1.0	1.0	23.957721240869542	14.873721324311708	10.938958830013219	6.7368308026545
ECF235s24	237.8	168.8	237.8	1.0	1.0	0.9999999999999999	21.995063003812238	16.57947069107453	10.98354325741578	11.603142583691671
ECF232s4	178.7	115.4	178.7	1.0	1.0	1.0	33.5294306376044	16.36154032186979	6.934912067764652	12.223768364988649
ECF22s25	173.1	208.3	173.1	1.0	0.9968274988903523	0.9996845170095747	33.111071501324105	24.688873158624713	6.962791134955623	8.576902344457551
ECF22s24	201.4	148.5	201.4	1.0	1.0	1.0	21.303973023309954	14.255039947317938	10.768522033787168	12.80181390425156
ECF225s2	208.5	228.6	208.5	1.0	0.9998108141540119	0.9999587671874128	46.632925675872315	23.091305039690294	7.75467275708976	4.575815471373321
ECF19s27	195.4	122.0	195.4	1.0	1.0	1.0	33.087992899339405	21.2312916500403	5.924529647102357	13.712678313028128
ECF18s28	241.6	148.7	241.6	1.0	1.0	1.0	32.13848106975525	18.465886519820263	8.838672784183293	9.564104939426826
ECF17s21	199.0	183.8	199.0	1.0	1.0	1.0	33.753824607863116	20.07334226004757	7.855476373005573	67.69791525045017
ECF132s4	155.0	190.3	155.0	1.0	0.9992650857521229	0.9998969179685321	26.58721080813666	14.569867270233065	10.794362468901785	14.865402872588346
ECF121s6	213.5	206.4	213.5	1.0	1.0	0.9999999999999999	29.078860256671422	19.755915875767098	9.15708569406229	149.78744036691145
ECF116s8	235.4	177.6	235.4	1.0	1.0	1.0	32.13933009341443	14.173257846044258	12.28690700307243	12.007012620330533
ECF111s2	140.1	227.4	140.1	1.0	0.9993524022964251	0.9999355520744436	49.545610103890816	20.811954959443153	8.497873736301555	544.0989146369176
ECF106s2	185.8	172.5	185.8	1.0	1.0	1.0	25.465978668917145	14.166351020540018	10.850431390378596	50.81535482655317
ECF102s5	193.6	174.7	193.6	1.0	1.0	1.0	40.2066350435061	19.5371723201508	7.366056845663256	51.74898949498407
ECF03s12	158.2	252.7	158.2	1.0	0.9917413101847472	0.9995402021655196	36.632194511538565	25.834057929683024	8.355248634624626	24.224604847477366
ECFs82	187.0	132.2	187.0	1.0	1.0	1.0	56.05279515758228	22.093704350689155	4.677612883603797	18.56048592068191
ECFs43	195.6	131.6	195.6	1.0	1.0	1.0	44.14633326543084	18.640620776558563	6.439230437882514	13.950431865015233
ECFs28	207.1	159.0	207.1	1.0	1.0	1.0	43.011176992695624	17.261641966434393	8.129244891175569	16.889652824198418
ECFs27	189.5	173.4	189.5	1.0	1.0	1.0	41.02797922183744	15.738023009764932	8.922414917235509	48.907965555648616
ECFs17	163.5	107.1	163.5	1.0	1.0	1.0	39.42479265489044	20.88053047848209	4.6116891139130365	17.764481802545188
ECF51s13	222.1	165.8	222.1	1.0	1.0	1.0	38.17932514623286	16.34853254531918	9.531549381383071	14.134526390266698
ECF42s38	198.2	211.6	198.2	1.0	0.9990613539786949	0.9998086326328657	34.342569042283856	36.178660008467595	4.9375226526661535	8.905923945630581
ECF39s63	196.6	163.7	196.6	1.0	1.0	1.0	28.374387422518407	17.605148470324604	8.620849591560209	25.812635659654802
ECF38s10	135.3	200.1	135.3	1.0	0.9925417661097852	0.9991717722218988	48.13341311876145	19.043315198500775	8.110164431713935	27.824541507001847
ECF30s50	218.4	166.1	218.4	1.0	1.0	1.0	34.540845531531005	21.300493208025323	7.404173030900221	19.514006021718835
ECF30s49	200.5	214.8	200.5	1.0	0.999854473485069	0.9999661650852785	29.799170619561732	21.02247750547072	8.636374713913284	4.656824522558573
ECF30s48	119.7	205.3	119.7	1.0	0.9960489551196228	0.9996778406775715	31.74382257078835	22.695046628410143	7.735580722679498	120.43218811609023
ECF29s12	201.3	208.7	201.3	1.0	0.9999927236742534	0.9999963618371268	51.60060384716119	22.373897790610336	6.334627107469761	6.367089213818717
ECF29s11	215.4	238.9	215.4	1.0	0.9998763024623086	0.9999690756155772	46.58304208014434	21.8534542988841	8.29595996209421	3.3257525684746505
ECF295s2	226.5	247.0	226.5	1.0	0.9998108155305897	0.9999388788637289	51.493063032913305	27.08644158794526	7.132875085124166	18.505562796988524
ECF293s20	171.6	193.8	171.6	1.0	0.9999417893940276	0.9999938151231154	45.42365334807787	20.53768093883228	6.703328276810921	4.753045015076008
ECF293s19	194.0	217.3	194.0	1.0	0.999708946970138	0.9998846702369172	36.82358787067485	20.865624293422137	8.62825822156297	2.050312880417883
ECF291s7	188.2	213.2	188.2	1.0	0.9990031433727226	0.9997527868327609	47.97608255972994	19.467134024140943	8.5938848379263	2.31998967514932
ECF290s6	177.4	176.7	177.4	1.0	1.0	1.0	54.059540057620126	19.977107540519807	6.156502429599243	1572.599936635853
ECF289s5	177.8	146.1	177.8	1.0	1.0	1.0	33.16515801879929	20.834809019012923	6.187153566526962	32.879250817480205
ECF275s6	178.7	210.5	178.7	1.0	0.9988357878805518	0.9996523735374586	46.32382577190584	23.527485448673687	6.968953272433847	15.560758973354337
ECF270s2	198.3	152.5	198.3	1.0	1.0	1.0	54.178075255361875	21.65905855400955	5.596776055177987	21.9361724910979
ECF26s37	203.2	193.1	203.2	1.0	1.0	1.0	48.13415228588889	23.56686360399982	6.365538460692573	113.27643240604914
ECF261s7	201.8	139.0	201.8	1.0	1.0	1.0	21.196713034368358	17.580635594022223	8.538535286456892	14.151262918547138
ECF260s1	213.8	197.1	213.8	1.0	1.0	1.0	43.70850842475919	20.605113206991803	7.849454791374902	62.256744265164905
ECF25s9	145.4	237.2	145.4	1.0	0.9999345130682811	0.9999909045928169	23.327568896778512	12.92445807916737	12.120637431931996	0.9340043817673447
ECF25s8	175.3	209.6	175.3	1.0	0.9998908551138017	0.9999448818324699	58.66437447254314	25.172210203376732	5.532198965501591	1.9748693022011494
ECF258s2	190.0	148.9	190.0	1.0	1.0	1.0	27.060426912667698	16.62960965248413	8.569771291625706	20.32078487468984
ECF246s4	200.9	191.4	200.9	1.0	1.0	1.0	44.2661423624247	22.842693639706837	6.649577345613496	124.19672484469714
ECF243s141	226.4	233.2	226.4	1.0	0.9999781710227603	0.9999989085511379	23.294830195268162	24.977771598966104	8.610533266553576	48.58649564192894
ECF243s140	159.1	185.9	159.1	1.0	0.9999272367425345	0.9999661650852786	19.717711637517095	15.772473710524244	9.2998186676933	1.0079335299529217
ECF243s139	194.0	116.4	194.0	1.0	1.0	1.0	37.64758533888194	16.73868890411953	7.043726862662781	10.009903132593108
ECF243s138	193.1	162.1	193.1	1.0	1.0	1.0	36.636170444955326	17.068920738752105	8.2589700098733	26.200938517541797
ECF243s137	199.6	128.8	199.6	1.0	1.0	1.0	22.27070031720164	15.767237421860557	9.020102406168812	11.185841844871785
ECF243s136	202.0	137.2	202.0	1.0	1.0	1.0	27.594074295026637	17.45145516231247	8.147745451447697	13.223250970756412
ECF243s135	219.0	236.1	219.0	1.0	0.999919960416788	0.9999456094650446	29.696983674300846	17.563314458400356	10.590058169490039	0.7581156552467635
ECF243s134	189.2	92.8	189.2	1.0	1.0	1.0	35.565745132846374	12.717491723815028	8.3860931962454	6.208262305523973
ECF240s72	194.9	153.5	194.9	1.0	1.0	1.0	25.825106946424935	16.996592354770463	8.725472545092256	19.875042426496517
ECF240s71	206.1	136.9	206.1	1.0	1.0	1.0	31.579814771702114	19.71394822026398	7.109808243053784	13.499458374598207
ECF240s70	183.3	140.3	183.3	1.0	1.0	1.0	29.65671943660332	19.005435452113286	6.957273272222834	20.73529582345299
ECF240s69	206.6	137.9	206.6	1.0	1.0	1.0	22.330446264877924	15.530300861612794	9.665607930611532	10.820106415768734
ECF240s68	175.9	154.8	175.9	1.0	1.0	1.0	22.36459927829351	15.410798495912301	9.28065159196849	34.53543538366536
ECF240s67	227.9	100.4	227.9	1.0	1.0	1.0	12.60546445304543	12.598390725282027	12.11520748565607	4.7337073005310195
ECF23s17	223.5	189.2	223.5	1.0	1.0	1.0	11.395856735442191	13.142616319541839	14.83199798312904	18.634317799596513
ECF238s15	183.6	208.5	183.6	1.0	0.9999636183712672	0.9999869026136562	25.9936508744871	15.696817978329499	10.408972389795942	1.7296895326467754
ECF235s27	198.3	151.6	198.3	1.0	1.0	1.0	33.9686290486861	16.92647582854929	8.346465798715572	18.17152312364914
ECF235s26	194.8	213.1	194.8	1.0	0.9999126840910414	0.9999879940625181	32.77101315368274	17.580481631164123	9.642952468066913	4.884370843993112
ECF232s5	200.6	237.4	200.6	1.0	0.9999854473485069	0.999991268409104	28.415460669906583	16.602386456686638	9.920449743723903	23.56622015544072
ECF22s26	199.9	126.7	199.9	1.0	1.0	1.0	22.78790777871548	17.877328479989988	7.864263354285442	11.537267259804198
ECF227s7	222.5	109.8	222.5	1.0	1.0	1.0	35.31544248173908	16.514190721824164	7.932445702649782	6.920788809191627
ECF223s4	186.5	208.7	186.5	1.0	0.9999563420455206	0.9999905407765295	46.08159648459098	16.000697015978517	9.252809832264958	3.1945028585105018
ECF21s34	204.7	222.9	204.7	1.0	0.999854473485069	0.9999672565341405	39.917900066932454	24.196506528193837	7.3759892867980446	4.623187224794583
ECF218s43	199.5	129.7	199.5	1.0	1.0	1.0	30.670754881704156	16.15538551388672	8.30806853390633	11.015762570655037
ECF19s28	194.5	198.3	194.5	1.0	0.9999927236742534	0.9999992723674254	45.92975365945931	20.05698842618672	7.463084178441385	6.359872547041812
ECF18s29	178.9	197.7	178.9	1.0	0.9994033412887828	0.999871209034286	49.6164471961121	23.865519326949194	6.007828268831056	5.977154631970857
ECF17s23	185.9	221.5	185.9	1.0	0.9998326445078293	0.9999796262879096	33.65503157465879	20.093951582212632	9.26884631144918	5.2382888281827755
ECF17s22	212.0	209.5	212.0	1.0	1.0	1.0	39.30636585862702	18.83887418418512	9.100960193169954	385.23481236626174
ECF15s11	221.4	186.7	221.4	1.0	1.0	1.0	38.43997031691063	25.240046347772097	6.568987748043524	37.6219278127613
ECF12s11	214.6	245.4	214.6	1.0	0.984246754758717	0.9941434673147447	55.81539009981666	34.42218161381212	5.542300489782394	274.4220863494193
ECF115s7	229.1	116.1	229.1	1.0	1.0	1.0	20.267259115909553	14.697153661313301	10.352216108145845	6.12407585570697
ECF106s3	186.1	83.9	186.1	1.0	1.0	1.0	18.234883450222625	13.060016760297273	Optimal not found	Optimal not found
ECF103s3	218.1	136.5	218.1	1.0	1.0	1.0	20.822340162383956	14.61049862884586	10.716014377659297	8.835099970825175
ECFs56	213.1	89.1	213.1	1.0	1.0	1.0	23.472997846520972	14.964497235554918	8.558660304675985	5.728669444341437
ECFs54	186.7	69.1	186.7	1.0	1.0	1.0	20.595589005616503	11.730909194766333	9.181982885911882	4.656607667392766
ECF52s10	186.4	123.6	186.4	1.0	1.0	0.9999999999999999	19.454542676716233	15.639128086661605	8.67260970844795	11.698859510653493
ECF51s14	176.3	199.3	176.3	1.0	0.9982391419819112	0.9995180426672977	52.75535168640689	17.41279757132123	8.429403767181824	5.508877892594208
ECF43s3	189.7	132.6	189.7	1.0	1.0	1.0	11.631726711870325	11.143309556918572	13.421504586702643	9.213424966582565
ECF41s47	163.4	136.1	163.4	1.0	1.0	1.0	33.75848005121789	17.606700523899217	6.589665892778164	32.308001362018324
ECF39s66	177.6	205.5	177.6	1.0	0.9994397269942444	0.9999100039942908	46.89813389401391	22.9701949371402	6.432503344468956	7.737077794823871
ECF39s65	231.4	124.0	231.4	1.0	1.0	1.0	29.15621016791316	17.250570000160792	8.589701966919232	7.455658950490027
ECF39s64	188.2	162.6	188.2	1.0	1.0	1.0	41.13963929226202	20.550477033422506	6.537627409406341	40.5941245374685
ECF30s53	211.6	192.8	211.6	1.0	1.0	1.0	33.64520850915229	22.566197458092788	7.469720531502924	62.178928417103286
ECF30s52	225.1	180.6	225.1	1.0	1.0	1.0	36.070530803480494	23.045098111205803	7.242042141846595	26.72952706004814
ECF30s51	171.8	220.0	171.8	1.0	0.9993087540838081	0.9999100039942909	30.039664028169838	21.403531185424978	8.861835596030616	46.599426579625245
ECF29s13	185.9	213.9	185.9	1.0	0.9976934215217597	0.9994035371110976	52.213773535488755	23.433616414978832	6.788166167521485	8.560650655702005
ECF281s7	215.9	225.9	215.9	1.0	0.9999345135447818	0.9999842985692167	49.23320577365188	23.224666659550863	7.387514723179523	7.1391604480308155
ECF280s1	191.3	204.0	191.3	1.0	0.9998690270895636	0.9999931066889245	26.119301283357096	18.113949031992465	10.450238344092778	14.856863275131177
ECF276s2	269.8	179.8	269.8	1.0	1.0	1.0	40.046319442423545	23.820673252491126	7.765376628927665	13.56163791189324
ECF26s38	238.5	158.4	238.5	1.0	1.0	1.0	37.24338241713471	23.129113383654964	6.98179031976756	13.42076854125396
ECF261s8	235.8	193.8	235.8	1.0	1.0	1.0	31.139350464162035	19.49224585564728	9.439172687780196	23.95817903832391
ECF259s4	179.5	188.9	179.5	1.0	0.9999054084535738	0.9999938726123773	51.12870383843087	17.759706364493795	7.7381327049506075	15.35376805266851
ECF255s6	232.5	186.8	232.5	1.0	1.0	1.0	26.786485464016536	16.440468891395938	11.121105329887465	17.84611280993244
ECF248s6	220.0	148.7	220.0	1.0	1.0	1.0	50.66733405115968	21.209497543852756	6.317592887049142	14.543730095797448
ECF244s5	220.0	214.5	220.0	1.0	1.0	1.0	39.109764863370486	19.013511051885057	9.370639618382235	178.72619762850317
ECF243s152	244.8	261.7	244.8	1.0	0.9997889880887414	0.9999505979372916	25.340168204173096	24.926521308344192	9.333855597017624	5.257898229273032
ECF243s151	210.5	217.4	210.5	1.0	0.9999927237271979	0.9999996170382737	21.71474551116026	22.978951431069383	7.848407723474188	2.012660970056995
ECF243s150	192.1	129.3	192.1	1.0	1.0	1.0	15.015836073683904	18.46713580285445	7.9129764883160005	14.35119348914668
ECF243s149	187.6	166.5	187.6	1.0	1.0	1.0000000000000002	24.083249425253907	15.859036505720336	9.64609015621753	35.416743699487164
